Unnamed: 0,limit_bal,sex,education,marriage,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_statement_sep,bill_statement_aug,bill_statement_jul,bill_statement_jun,bill_statement_may,bill_statement_apr,previous_payment_sep,previous_payment_aug,previous_payment_jul,previous_payment_jun,previous_payment_may,previous_payment_apr,default_payment_next_month
21310,30000,Male,High school,Married,52.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payed duly,Unknown,Unknown,3997,2522,0,1919,2658,2497,0,0,1919,2000,1100,201,1
12856,120000,Female,Graduate school,Single,27.0,Payed duly,Payment delayed 2 months,Payed duly,Unknown,Payed duly,Payed duly,6553,2752,10834,2016,3589,1569,0,10834,280,3589,1569,2527,0
17217,20000,Female,University,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,15513,17908,18652,19156,19206,19948,3000,1666,1500,592,1284,0,0
8431,240000,Male,University,Married,44.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,5428,9054,13158,6507,2955,1092,9064,13158,6860,2295,1092,2076,0
5885,20000,Female,University,Married,29.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,12186,11700,13474,13006,13743,11167,0,2000,0,1055,0,215,0
10417,170000,Female,University,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4018,6302,6844,1467,4797,2659,6330,6844,1467,9594,2659,7076,0
11613,30000,Male,University,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28949,30319,29400,30000,0,0,2233,1000,600,0,0,0,0
3366,260000,Female,University,Single,26.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,258364,279322,282092,255409,257913,262004,45446,9000,0,9394,9628,8539,0
18345,20000,Female,Graduate school,Single,22.0,Unknown,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,18479,2005,7839,5386,10690,3413,2022,15210,1000,10690,3413,390,0
14351,440000,Male,High school,Married,38.0,Payment delayed 2 months,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,775,1550,775,775,925,775,1551,1,776,926,776,776,1
22753,70000,Female,University,Single,40.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,64744,66030,67450,68587,57710,58918,2361,2482,2293,2063,2135,2188,1
3574,80000,Female,Graduate school,Married,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,81133,81466,80822,79207,79652,81165,3502,3000,4000,3100,3000,3000,0
21969,390000,Female,Graduate school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,125863,131249,119175,115922,101725,90334,10053,5028,5045,3012,3000,5572,0
18953,100000,Female,University,Single,23.0,Unknown,Unknown,Payed duly,Payed duly,Payed duly,Payed duly,82323,45756,9187,5408,12920,9656,1000,9187,5408,12920,9656,4737,0
28511,190000,Female,Graduate school,Married,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,192493,193297,193400,193278,192956,193039,7200,7222,7300,7100,7380,7200,0
29651,50000,Male,High school,Married,41.0,Payment delayed 5 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,54090,52955,51847,50307,27707,28479,0,0,0,0,974,31100,1
6175,50000,Male,University,Single,25.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 2 months,Unknown,32233,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,0
15478,480000,Male,University,Married,30.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,1309,662,645,32636,27552,1428,668,645,32641,27552,1428,11822,0
26925,130000,Male,University,Others,34.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,126749,135867,132249,132416,131959,128375,11243,0,5600,5150,5100,4512,1
9011,300000,Female,Graduate school,Single,48.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,304040,305627,305697,269017,275230,260419,11500,12000,10000,10500,10000,10000,1
25863,120000,Female,Graduate school,Married,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28675,29392,30424,31437,32062,32734,1500,1509,1522,1147,1188,1194,0
23846,290000,Female,Graduate school,Married,52.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,85532,69025,85735,79698,71981,63168,12000,20000,0,5500,0,10000,0
23622,300000,Female,University,Married,40.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
18037,20000,Male,University,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14124,15132,16483,18391,18783,19176,1249,1600,2500,1000,696,862,0
28662,50000,Female,High school,Single,44.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,40985,42115,41164,43658,44644,43798,2100,0,3500,2000,0,2000,1
23680,380000,Female,University,Single,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,250755,212839,173199,165476,122496,117726,8339,7032,7986,4170,4205,9335,0
24087,90000,Male,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,84404,86109,92140,88296,88357,85506,3100,8100,0,3200,3000,3500,0
7508,10000,Female,High school,Single,51.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,0
883,50000,Male,High school,Single,57.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048,0
14735,400000,Female,University,Single,44.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,4988,2986,96868,33745,5143,1601,3003,97353,33913,5168,1611,0,0
16083,140000,Female,University,Single,28.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,5420,3978,3723,0,0,0,2000,0,0,0,0,0,0
11629,110000,Female,University,Married,48.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,216582,110865,74340,47152,48138,49171,8788,3152,1687,1745,1831,1732,0
1743,90000,Male,Graduate school,Single,32.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payment delayed 2 months,6546,1485,25558,1443,1677,1480,1498,25572,1443,257,0,58,0
2506,110000,Female,High school,Single,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,90599,60949,62235,63499,64877,66230,2213,2300,2300,2400,2431,8700,1
5332,20000,Female,University,Married,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18475,18993,19973,20081,20292,20289,1400,1300,700,800,1000,1000,0
344,180000,Female,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,0
12050,80000,Female,High school,Others,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7070,3087,5210,3882,4785,1000,3087,5215,3882,4785,1968,0,0
29038,400000,Female,Graduate school,Married,49.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,9279,7419,0,3378,0,590,0,0,3378,0,590,2951,0
5985,100000,Male,High school,Married,44.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,30076,31287,31676,32259,31608,33524,2000,1200,1400,0,2600,0,0
27072,150000,Male,High school,Single,39.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1580,2925,-551,-1944,-4430,-5813,2935,4,7,4,7,10004,0
10591,210000,Female,Graduate school,Single,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,591,1053,2989,2046,17239,3680,1053,2992,2046,17239,3680,0,0
27866,70000,Female,Graduate school,Married,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,69334,66987,58055,44593,-1380,48757,3000,2213,1565,0,50137,1800,0
7047,430000,Male,University,Married,32.0,Payment delayed 1 month,Payed duly,Payed duly,Unknown,Unknown,Unknown,0,2500,0,0,0,0,2500,0,0,0,0,0,1
4682,500000,Female,Graduate school,Single,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,3270,30760,143791,-200,-200,3270,30760,143791,0,0,0,0
27517,70000,Male,,Married,53.0,Payed duly,Payed duly,Payed duly,Payment delayed 2 months,Unknown,Unknown,712,712,862,862,862,862,712,862,712,712,712,712,0
9112,30000,Female,University,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18830,0,0,0,0,0,0,0,0,0,0,0,0
28162,210000,Female,Graduate school,Married,44.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,14993,1938,0,0,0,0,1938,0,0,0,0,0,0
24186,180000,Male,University,Single,32.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,173179,168499,170856,177544,172432,173940,0,7326,10000,7000,8000,10000,0
7117,30000,Female,University,Married,35.0,Payed duly,Payed duly,Payment delayed 2 months,Unknown,Unknown,Unknown,11359,27657,26745,27345,25300,0,27657,0,1000,0,0,0,0
14656,50000,Female,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,27788,19742,20672,16336,16921,17489,2000,1600,1000,1000,1000,500,0
20992,460000,Male,Graduate school,Single,44.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,282944,288729,295114,299739,304319,299400,12000,12500,11000,11000,0,27000,1
20549,50000,Male,University,Single,31.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,23051,18190,12521,14308,14769,15925,2719,0,2000,1000,1542,764,0
4781,20000,Female,High school,Married,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,18920,20030,21408,21974,22391,27189,1700,2000,1200,1000,12000,1000,0
7515,340000,Female,University,Single,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,780,0,0,0,0,780,0,0,0,0,0,1
8224,30000,Female,University,Married,22.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,28037,29055,28303,29462,28859,29122,1745,0,3554,0,1190,1030,0
23508,200000,Female,Graduate school,Single,31.0,Payed duly,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,450,450,0,0,0,0,0,0,0,0,0,0,0
19294,200000,Female,University,Single,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,193083,195259,196120,168814,163509,172037,9000,8993,7503,6000,11300,6103,0
2785,50000,Female,University,Married,49.0,Unknown,Unknown,Unknown,Unknown,Payed duly,Payed duly,49467,41877,20082,5329,3990,2088,1472,1000,107,3990,2088,1470,0
8418,200000,Female,High school,Married,53.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,126027,129008,130376,133207,136159,138741,6500,5000,5000,5100,5000,5400,0
24719,180000,Male,Others,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,78170,80559,82947,84379,85789,94088,4000,4000,3100,3100,10000,6000,0
4061,240000,Male,Graduate school,Married,50.0,Payed duly,Payed duly,Unknown,Unknown,Unknown,Unknown,2115,0,0,0,0,0,0,0,0,0,0,0,0
1782,160000,Male,University,Married,28.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,62312,66965,67648,66020,67386,68336,5856,2311,0,2377,2000,1881,0
9837,180000,Female,University,Married,30.0,Unknown,Unknown,Unknown,Unknown,Payed duly,Payed duly,39259,41054,25590,5817,13623,-2202,3000,6000,1000,13623,388,77001,0
6778,180000,Male,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,0
18019,130000,Male,University,Married,48.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 3 months,120326,121877,118491,131444,133248,131001,5000,0,15000,5327,22,10,1
22392,500000,Female,Graduate school,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10361,263,8050,8234,835,87878,263,8050,8234,835,87878,5000,0
1026,300000,Male,University,Single,31.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,62198,35674,34979,510,2166,765,1600,2600,510,903,765,773,0
23907,20000,Male,Graduate school,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19231,20235,21579,22231,22301,21687,1331,1675,1327,800,783,777,1
24923,500000,Male,Graduate school,Single,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34639,41481,25747,5749,10370,14161,10010,8078,2000,5000,6000,15000,0
27307,20000,Male,University,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11551,9181,7266,11282,3303,2350,1102,2100,1000,132,47,0,0
23910,50000,Male,Graduate school,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28725,28424,30965,28612,25498,24866,2000,5000,1500,1000,2000,5000,1
25148,150000,Female,High school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,100623,101593,101886,101441,100829,101913,4700,4000,4032,3410,4000,3665,0
4880,250000,Female,Graduate school,Single,43.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,93163,96024,90901,69927,71403,69948,4409,3023,2600,2700,2801,2500,0
21461,70000,Female,Graduate school,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,27990,24526,25532,25971,14859,14930,1394,1790,1229,519,687,557,0
3779,70000,Male,Graduate school,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63603,65513,59389,54064,58891,58347,7666,3800,1200,5000,4000,3000,0
4470,70000,Male,High school,Others,35.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,47702,48839,49636,50517,51658,52758,2200,1900,2000,2100,2100,2000,0
21729,50000,Female,University,Married,26.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,-69777,0,0,0,0,0,70000,0,0,0,0,0
10626,390000,Male,University,Married,35.0,Unknown,Payed duly,Payed duly,Unknown,Unknown,Unknown,33808,15275,17331,78340,76892,57954,15347,17375,70077,15103,3290,16153,0
13147,360000,Female,Graduate school,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,148582,96639,82386,50887,52249,35311,90044,10090,50006,20000,5000,20000,0
19750,180000,Female,University,Single,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,437,0,437,0,4013,0,0,437,0,4013,0,1518,1
7472,90000,Female,University,Married,33.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,26772,70398,56266,47804,44230,48144,56388,112,1779,1786,5414,2418,0
28325,70000,Female,University,Single,30.0,Payed duly,Unknown,Unknown,Unknown,Unknown,Unknown,69494,112821,70305,71017,66218,66854,2716,2570,2720,2350,2500,2660,1
5092,520000,Male,University,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17718,12490,7894,6426,4045,1806,1222,1200,505,502,100,216338,0
9646,30000,Female,University,Single,34.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,23860,23192,30042,28276,30483,29848,0,7300,0,2666,0,1000,0
17814,10000,Male,High school,Single,22.0,Payment delayed 1 month,Payed duly,Unknown,Unknown,Unknown,Unknown,0,7492,8589,9365,7740,1000,7492,1224,1000,175,0,0,0
2937,70000,Female,High school,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32405,22484,23169,23337,18265,18001,10580,8009,10004,5000,5000,5000,0
28417,160000,Female,Graduate school,Single,30.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,180000,Female,University,Single,29.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,85465,95546,93000,93526,66726,42668,11508,0,2340,1850,4000,0,0
29314,50000,Male,University,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44781,46033,47289,47462,18204,18322,2000,2000,2000,2000,3314,1000,0
1216,360000,Male,High school,Married,54.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,16230,-200,0,0,69000,2500,0,200,0,69000,2500,0,0
19500,150000,Female,Graduate school,Married,30.0,Payed duly,Payed duly,Unknown,Unknown,Unknown,Unknown,107799,16332,13837,15855,9049,3244,16363,10149,10000,7000,0,0,0
16817,80000,Male,High school,Single,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45876,46565,47967,48804,49624,50031,1752,2154,1991,1811,1742,2000,0
11599,50000,Male,University,Married,57.0,Unknown,Unknown,Payed duly,Unknown,Unknown,Unknown,53320,52754,27231,26852,27820,25529,1300,50499,1000,1500,1500,1000,0
14286,280000,Male,High school,Married,47.0,Payed duly,Payed duly,Unknown,Unknown,Payed duly,Payed duly,2479,3554,4746,2377,2390,3504,3564,4792,2384,2393,3524,2851,0
23220,150000,Female,High school,Single,35.0,Payed duly,Payment delayed 2 months,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,1877,709,2264,1143,163,2036,0,2264,0,163,2036,0,0
21070,450000,Male,Graduate school,Single,34.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,583,-16,2312,192,1630,14099,0,2328,192,1638,14169,1122,0
25599,20000,Female,High school,Single,45.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,390,350,360,370,780,390,350,400,400,800,0,390,0
1353,30000,Female,High school,Married,28.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,23182,19083,19632,15252,14021,13793,2000,2000,0,1500,1353,0,0
28999,170000,Female,University,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,134496,143242,124103,115638,116430,118950,17400,5921,5700,4200,4400,4611,0
14452,50000,Male,University,Single,31.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,48548,49579,27496,20414,19978,18547,2032,1304,1500,0,868,1000,1
10935,120000,Female,University,Single,,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,107934,123579,118117,77943,78834,76889,19000,8,3000,3000,3500,3500,0
5247,70000,Male,University,Single,28.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,24510,25807,26578,27826,29712,30563,2000,1500,2000,2500,1500,1200,0
21978,230000,Female,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,145959,94798,70299,40299,33112,18009,3551,3000,1284,1000,1000,1000,0
16128,200000,Female,University,Single,32.0,Unknown,Unknown,Unknown,Unknown,Payed duly,Unknown,24429,13060,13683,-3942,123250,125926,1500,1000,0,128000,4600,5000,1
28726,130000,Female,University,Married,40.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,54137,28019,29927,24555,24873,26583,2600,3500,498,3000,3300,3000,1
24964,210000,Male,Graduate school,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2361,652,401,63,684,0,652,401,63,684,0,0,0
24454,210000,Male,University,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,189650,127111,93208,88223,84175,80305,5000,4200,3100,3000,3100,3000,0
9857,70000,Male,High school,Married,50.0,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,56781,55327,52927,30432,16546,16722,2,3,2214,0,600,800,1
23319,130000,Female,University,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,95292,97544,99208,102946,103750,105818,4600,4000,5300,3700,3600,3700,0
16519,420000,Male,University,Single,26.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,390188,395881,382620,333210,324487,327615,14000,15,13175,11700,11900,12140,1
19520,30000,Female,University,Married,35.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,23785,20946,23785,24422,23688,19626,0,3500,1319,0,800,1610,1
10989,110000,Female,University,Married,28.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,106932,103381,75794,76947,79105,72344,27,4000,3000,3000,10000,3000,0
9875,150000,Female,University,Married,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,0
10610,50000,Female,High school,Married,61.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,20907,22236,23250,23564,30882,30242,1672,1686,1000,7764,0,1000,0
7743,20000,Female,University,Married,42.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,18464,19465,19649,19978,20512,20831,1600,800,950,1000,800,0,1
26331,100000,Female,Graduate school,Married,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68916,66762,68566,65132,48738,51020,3000,5000,2436,3000,3000,2000,0
13264,50000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,38333,40401,42897,44388,46528,44986,3000,3500,2500,3000,0,3500,0
24022,80000,Male,University,Single,25.0,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Payed duly,Payed duly,79977,78091,80288,82150,319,85,0,3456,3750,319,85,322,0
7640,230000,Male,Graduate school,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2785,3943,3126,3126,500,500,1223,1000,0,0,0,0,0
29546,50000,Male,Graduate school,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,49194,50036,47855,48894,50258,48276,1978,1797,1836,2200,2000,2500,0
24409,50000,Male,Graduate school,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,37603,38672,39949,40225,25517,20655,2000,2200,1400,1000,1000,1000,1
12366,200000,Male,Graduate school,Married,37.0,Payed duly,Unknown,Unknown,Unknown,Unknown,Unknown,173867,139769,132534,116331,111178,105907,7000,5000,4500,5000,5000,4300,0
19914,310000,Female,University,Married,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43990,45872,47135,46944,49121,51337,3000,3000,2000,3000,3000,1000,0
16947,30000,Male,Others,Married,56.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,29060,23546,0,1473,780,0,1030,0,1473,780,0,1320,0
26082,20000,Female,University,Married,36.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,16161,17596,17031,19715,19806,18747,2000,0,3300,700,0,1200,0
9876,80000,Female,University,Married,29.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,56340,57022,55081,55350,55906,57538,2600,0,2200,2028,3000,2200,0
25201,30000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
7739,460000,Male,Graduate school,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,161054,164509,168730,172072,154177,157246,6050,7000,6000,5593,5630,6089,0
23011,60000,Female,University,Married,45.0,Unknown,Unknown,Payed duly,Unknown,Unknown,Unknown,57966,3751,72334,73396,12271,24278,1900,72334,4000,2000,14000,2000,0
17394,200000,Female,Graduate school,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1324,0,0,0,0,0,0,0,0,0,0,0,0
25113,50000,Male,University,Married,57.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46540,48520,47875,48110,18576,15339,2770,2100,1300,700,1000,1000,0
1700,50000,Female,High school,Married,51.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,20454,21899,20895,11241,-861,38040,2100,2000,1000,0,39500,1500,0
497,20000,Male,University,Single,23.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,16440,20417,18333,18848,30190,19664,7403,0,820,1025,1113,104,0
13910,90000,Female,High school,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,86960,85585,87235,84511,84488,86184,3200,3114,3000,3100,3100,3500,1
4320,420000,Female,Graduate school,Single,34.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,13207,6184,6692,1039,1039,1503,6222,9723,1045,1042,1509,9215,1
21622,20000,Female,Graduate school,Single,24.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,390,390,390,1052,662,1202,390,390,1052,0,2030,5485,0
14876,120000,Male,Graduate school,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45117,45607,46247,45974,45854,45191,3000,3000,2000,2000,1500,1500,0
14586,320000,Female,Graduate school,Single,27.0,Payment delayed 1 month,Payed duly,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,0,638,500,0,0,0,638,0,0,0,0,0,1
8117,150000,Male,Graduate school,Single,42.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,143896,147475,75423,70034,44311,20056,6482,3440,2046,4311,5056,1169,1
20353,20000,Male,University,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17027,34235,18478,19215,15915,0,1500,3000,1200,400,0,0,0
17662,500000,Female,High school,Single,46.0,Payed duly,Unknown,Payed duly,Payed duly,Unknown,Unknown,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,0
9961,180000,Male,University,Married,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,181219,183311,183936,181370,179904,172758,7000,8021,6315,6432,6409,6008,0
5724,50000,Female,Graduate school,Single,25.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,45708,48862,47748,50799,49904,49978,3900,0,3800,0,4000,0,1
24386,180000,Male,Graduate school,Married,38.0,Payment delayed 1 month,Unknown,Payed duly,Payed duly,Unknown,Payed duly,-47,-47,470,0,0,800,0,517,0,0,800,0,0
5515,20000,Female,University,Single,56.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17091,17596,15524,14807,13667,16271,3000,3006,3506,3500,7011,7125,1
11596,200000,Female,Graduate school,Single,31.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,4938,2277,1209,0,1440,0,2286,2712,0,1440,0,0,0
24684,50000,Male,Graduate school,Single,34.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,13731,13974,7891,4600,5554,5481,1530,2004,1000,1008,1400,600,1
29841,320000,Male,Graduate school,Married,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,162701,132087,120285,124565,89699,62805,20000,15000,10000,22500,20000,20000,0
2100,260000,Female,University,Married,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,135489,138509,138076,110044,111906,104073,5007,5003,5004,4052,4010,3835,0
19731,50000,Female,University,Married,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,323,0,0,0,0,323,0,0,0,0,0,0
